Address:,USB0::0x0957::0x179B::MY59127609::0::INSTR,,Analog Channels,,,
Model:,DSO-X 2002A,,Time (s),1 (VOLT),2 (VOLT),
Serial Number:,MY59127609,,-0.14428125,-0.00624120546126505,-0.00282009941292927,
Firmware Version:,02.65.2021030741,,-0.14371875,-0.00633165771432687,-0.00328241093666293,
Start Time:,2023-02-14 14:22:20.608,,-0.14315625,-0.00633165771432687,-0.00282009941292927,
,,,-0.14259375,-0.00642210996738868,-0.00328241093666293,
,,,-0.14203125,-0.00651256222045049,-0.00282009941292927,
,,,-0.14146875,-0.0066030144735123,-0.00328241093666293,
,,,-0.14090625,-0.00669346672657412,-0.00282009941292927,
,,,-0.14034375,-0.00669346672657412,-0.00328241093666293,
,,,-0.13978125,-0.00669346672657412,-0.00328241093666293,
,,,-0.13921875,-0.00669346672657412,-0.00328241093666293,
,,,-0.13865625,-0.00678391897963593,-0.00328241093666293,
,,,-0.13809375,-0.00687437123269774,-0.00328241093666293,
,,,-0.13753125,-0.00696482348575955,-0.00328241093666293,
,,,-0.13696875,-0.00705527573882136,-0.00328241093666293,
,,,-0.13640625,-0.00714572799188318,-0.00282009941292927,
,,,-0.13584375,-0.00714572799188318,-0.00328241093666293,
,,,-0.13528125,-0.00723618024494499,-0.00282009941292927,
,,,-0.13471875,-0.0073266324980068,-0.00328241093666293,
,,,-0.13415625,-0.0073266324980068,-0.00282009941292927,
,,,-0.13359375,-0.00741708475106861,-0.00328241093666293,
,,,-0.13303125,-0.00759798925719224,-0.00328241093666293,
,,,-0.13246875,-0.00759798925719224,-0.00328241093666293,
,,,-0.13190625,-0.00759798925719224,-0.00282009941292927,
,,,-0.13134375,-0.00777889376331586,-0.00328241093666293,
,,,-0.13078125,-0.00786934601637768,-0.00328241093666293,
,,,-0.13021875,-0.00795979826943949,-0.00328241093666293,
,,,-0.12965625,-0.0080502505225013,-0.00328241093666293,
,,,-0.12909375,-0.0080502505225013,-0.00328241093666293,
,,,-0.12853125,-0.00814070277556311,-0.00328241093666293,
,,,-0.12796875,-0.00823115502862493,-0.00328241093666293,
,,,-0.12740625,-0.00823115502862493,-0.00328241093666293,
,,,-0.12684375,-0.00841205953474855,-0.00328241093666293,
,,,-0.12628125,-0.00850251178781036,-0.00328241093666293,
,,,-0.12571875,-0.00859296404087218,-0.00328241093666293,
,,,-0.12515625,-0.00859296404087218,-0.00282009941292927,
,,,-0.12459375,-0.00868341629393399,-0.00328241093666293,
,,,-0.12403125,-0.00886432080005761,-0.00328241093666293,
,,,-0.12346875,-0.00895477305311942,-0.00328241093666293,
,,,-0.12290625,-0.00895477305311942,-0.00282009941292927,
,,,-0.12234375,-0.00913567755924305,-0.00328241093666293,
,,,-0.12178125,-0.00913567755924305,-0.00328241093666293,
,,,-0.12121875,-0.00922612981230486,-0.00328241093666293,
,,,-0.12065625,-0.00940703431842849,-0.00328241093666293,
,,,-0.12009375,-0.0094974865714903,-0.00328241093666293,
,,,-0.11953125,-0.00958793882455211,-0.00328241093666293,
,,,-0.11896875,-0.00967839107761392,-0.00328241093666293,
,,,-0.11840625,-0.00976884333067574,-0.00328241093666293,
,,,-0.11784375,-0.00985929558373755,-0.00328241093666293,
,,,-0.11728125,-0.00994974783679936,-0.00328241093666293,
,,,-0.11671875,-0.0100402000898612,-0.00328241093666293,
,,,-0.11615625,-0.010130652342923,-0.00328241093666293,
,,,-0.11559375,-0.0103115568490466,-0.00328241093666293,
,,,-0.11503125,-0.0103115568490466,-0.00328241093666293,
,,,-0.11446875,-0.0104924613551702,-0.00328241093666293,
,,,-0.11390625,-0.0106733658612939,-0.00328241093666293,
,,,-0.11334375,-0.0107638181143557,-0.00328241093666293,
,,,-0.11278125,-0.0108542703674175,-0.00328241093666293,
,,,-0.11221875,-0.0109447226204793,-0.00282009941292927,
,,,-0.11165625,-0.0110351748735411,-0.00328241093666293,
,,,-0.11109375,-0.0112160793796647,-0.00328241093666293,
,,,-0.11053125,-0.0113969838857884,-0.00328241093666293,
,,,-0.10996875,-0.0114874361388502,-0.00328241093666293,
,,,-0.10940625,-0.0116683406449738,-0.00328241093666293,
